marker	drug	rho	p.value
CYLD.MUT	BMS_536924_IGF_1R	0.041610738	0.473489098
CYLD.MUT	BMS_708163_gamma_secretase_complex	-0.007682909	0.8518966
CYLD.MUT	BMS_754807_IGF1R	0.032872898	0.427030027
CYLD.MUT	Bortezomib_Proteasome	0.079996832	0.169121703
CYLD.MUT	Bosutinib_SRC_ABL_TEC	0.039966905	0.328808795
CYLD.MUT	Bryostatin_1_PRKC	0.040693959	0.32541039
CYLD.MUT	BX_795_TBK1_PDK1_IKK_AURKB_C	0.064649129	0.114577027
CYLD.MUT	Camptothecin_DNA_topoisomerase_I	0.046825131	0.252518124
CYLD.MUT	CCT007093_PPM1D	-0.045377179	0.269921506
CYLD.MUT	CCT018159_HSP90	0.050729922	0.22091239
CYLD.MUT	CEP_701_FLT3_JAK2_NTRK1_RET	0.06290649	0.124070405
CYLD.MUT	CGP_082996_CDK4	0.03473808	0.550285557
CYLD.MUT	CGP_60474_CDK_1_2_5_7_9	0.068464371	0.238679339
CYLD.MUT	CHIR_99021_GSK3B	0.069682603	0.090279157
CYLD.MUT	CI_1040_MEK_1_2	0.047537258	0.246956052
CYLD.MUT	Cisplatin_DNA_crosslinking	0.042568301	0.29827849
CYLD.MUT	CMK_Rsk	0.091398249	0.115384734
CYLD.MUT	Cyclopamine_SMO	0.030133537	0.606217476
CYLD.MUT	Cytarabine_Inhibits_DNA_synthesis	0.067636301	0.098168259
CYLD.MUT	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	0.038785235	0.504788694
CYLD.MUT	DMOG_Prolyl_4_Hydroxylase	0.048741717	0.236359817
CYLD.MUT	Docetaxel_Microtubules	0.06716332	0.100546867
CYLD.MUT	Doxorubicin_DNA	-0.014786694	0.72093969
CYLD.MUT	EHT_1864_Rac_GTPases	-0.060262815	0.142721474
CYLD.MUT	Elesclomol_Hsp70	0.058649659	0.151670552
CYLD.MUT	Embelin_XIAP	0.02065249	0.617828997
CYLD.MUT	Epothilone_B_Microtubules	0.010631755	0.797313664
CYLD.MUT	Erlotinib_EGFR	0.005676483	0.925206412
CYLD.MUT	Etoposide_not_given	-0.022986834	0.57671773
CYLD.MUT	FH535_not_given	0.031895265	0.440914352
CYLD.MUT	FTI_277_Farnesyl_transferase	0.05861041	0.15437025
CYLD.MUT	GDC_0449_SMO	-0.012061019	0.768313794
CYLD.MUT	GDC0941_PI3K_class_1	0.059876553	0.146330514
CYLD.MUT	Gefitinib_EGFR	-0.00827717	0.839791872
CYLD.MUT	Gemcitabine_not_given	0.018941633	0.647246757
CYLD.MUT	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	0.075884155	0.191436118
CYLD.MUT	GSK_1904529A_IGF1R	0.039471918	0.340161851
CYLD.MUT	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	-0.009409714	0.820187574
CYLD.MUT	GSK269962A_ROCK	0.04283239	0.461345987
CYLD.MUT	GW_441756_Trk_A	0.050135999	0.220477321
CYLD.MUT	GW843682X_PLK1	-0.065100671	0.261789551
CYLD.MUT	Imatinib_BCR_ABL_KIT_PDGFR	0.081652553	0.15693655
CYLD.MUT	IPA_3_not_given	-0.036050204	0.383697995
CYLD.MUT	JNJ_26854165_MDM2	0.041761422	0.310394663
CYLD.MUT	JNK_9L_JNK	0.031892728	0.438611204
CYLD.MUT	JNK_Inhibitor_VIII_JNK	-0.028615358	0.48453568
CYLD.MUT	JW_7_52_1_mTOR	0.062416107	0.282014958
CYLD.MUT	KIN001_135_IKKe	0.077852349	0.179403882
CYLD.MUT	KU_55933_ATM_IC50_13_nM_ATR_10_mM	-0.026382549	0.519976785
CYLD.MUT	Lapatinib_EGFR_ERBB2	0.078128207	0.181563738
CYLD.MUT	LAQ824_HDAC	0.003055102	0.94117076
CYLD.MUT	Lenalidomide_TNF_alpha	-0.034764113	0.395707167
CYLD.MUT	LFM_A13_BTK	0.052914367	0.20086805
CYLD.MUT	Methotrexate_Dihydrofolate_reductase_DHFR	-0.006858226	0.8669744
CYLD.MUT	MG_132_Proteosome	-0.021922089	0.706256267
CYLD.MUT	Midostaurin_KIT	0.036225325	0.378953508
CYLD.MUT	Mitomycin_C_DNA_crosslinker	-0.031162041	0.451494803
CYLD.MUT	MK_2206_AKT1_2	0.068953991	0.098864471
CYLD.MUT	MS_275_HDAC	-0.016270542	0.780062568
CYLD.MUT	Nilotinib_Bcr_Abl	0.011388302	0.784145582
CYLD.MUT	NSC_87877_SHP1_2	0.022264735	0.588751298
CYLD.MUT	NU_7441_DNAPK	0.021866617	0.593878659
CYLD.MUT	Nutlin_3a_p53_MDM2_interaction	-0.032162716	0.432028796
CYLD.MUT	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.066312805	0.107000124
CYLD.MUT	NVP_TAE684_ALK	0.006644555	0.908603382
CYLD.MUT	Obatoclax_Mesylate_BCL2_family	0.019674857	0.634568227
CYLD.MUT	OSI_906_IGF1R	0.020896898	0.613674485
CYLD.MUT	OSU_03012_PDK1	0.001588653	0.969388591
CYLD.MUT	PAC_1_Caspase_3_activator	-0.042649224	0.30268482
CYLD.MUT	Paclitaxel_Microtubules	-0.013422819	0.817205692
CYLD.MUT	Parthenolide_NFkappaB	-0.003355705	0.953921741
CYLD.MUT	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	0.023585388	0.568812017
CYLD.MUT	PD_0325901_MEK_1_2	0.050667316	0.218332521
CYLD.MUT	PD_0332991_Cdk_4_6	0.052566388	0.208563473
CYLD.MUT	PD_173074_FGFR1_FGFR3	-0.020338188	0.619345502
CYLD.MUT	PF_02341066_MET_ALK	-0.031229408	0.589412708
CYLD.MUT	PF_4708671_p70_S6KA	-0.070164002	0.088071727
CYLD.MUT	PF_562271_FAK	0.023708934	0.564801098
CYLD.MUT	PHA_665752_MET	0.068429468	0.235766032
CYLD.MUT	PLX4720_RAF	-0.007567698	0.853361426
CYLD.MUT	Pyrimethamine_STAT3	-0.053624803	0.356277724
CYLD.MUT	QS11_ARFGAP	0.060979837	0.140377703
CYLD.MUT	Rapamycin_mTOR	0.003322277	0.954226807
CYLD.MUT	RDEA119_MEK_1_2	0.061980208	0.131988973
CYLD.MUT	RO_3306_Cdk1	0.006385245	0.876071888
CYLD.MUT	Roscovitine_CDK_s	0.080193269	0.17025651
CYLD.MUT	S_Trityl_L_cysteine_Eg5	-0.019898512	0.732281812
CYLD.MUT	Salubrinal_GADD34_PP1C_phosphatase	-0.002384836	0.967410124
CYLD.MUT	SB_216763_GSKa_b	-0.014230029	0.734378311
CYLD.MUT	SB590885_BRAF	-0.01386402	0.738776616
CYLD.MUT	Shikonin_not_given	0.004693647	0.909269015
CYLD.MUT	SL_0101_1_RSK_AURKB_PIM3	0.000955523	0.981443917
CYLD.MUT	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	-0.036912752	0.524890928
CYLD.MUT	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.024620192	0.672084872
CYLD.MUT	Temsirolimus_mTOR	0.061487546	0.132799178
CYLD.MUT	TGX221_PI3K_beta	-0.006407995	0.912286151
CYLD.MUT	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.058046939	0.160512272
CYLD.MUT	Tipifarnib_Farnesyl_transferase	0.060002204	0.14686189
CYLD.MUT	TW_37_BCL_2_BCL_XL	0.05957321	0.147700637
CYLD.MUT	Vinblastine_Microtubules	-0.002128415	0.958542165
CYLD.MUT	Vinorelbine_Microtubules	-0.019617037	0.633832072
CYLD.MUT	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.043514263	0.287660468
CYLD.MUT	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	-0.015851357	0.785234562
CYLD.MUT	VX_702_p38_MAPK	-0.03381815	0.408696896
CYLD.MUT	WH_4_023_SRC_family_ABL	0.02664377	0.646886997
CYLD.MUT	WZ_1_84_BMX	0.086002042	0.138571571
CYLD.MUT	X17_AAG_Hsp90	0.030980264	0.449155545
CYLD.MUT	X681640_Wee1_Chk1	0.024697163	0.552783788
CYLD.MUT	XMD8_85_Erk5	0.088346052	0.130047984
CYLD.MUT	Z_LLNle_CHO_gamma_secretase	-0.0509267	0.381027346
CYLD.MUT	ZM_447439_Aurora_B	0.061432642	0.139488589
digestive_system	A_443654_AKT1_2_3	-0.000950079	0.986969538
digestive_system	A_770041_Src_family	-0.037371156	0.519753223
digestive_system	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	0.086797256	0.033679367
digestive_system	ABT_888_PARP1_2	0.049505415	0.226344072
digestive_system	AG_014699_PARP1_2_	0.12716845	0.001933915
digestive_system	AICAR_AMPK_agonist	0.060662885	0.138085814
digestive_system	AKT_inhibitor_VIII_AKT1_2	-0.025466269	0.536303936
digestive_system	AMG_706_VEGFR_RET_c_KIT_PDGFR	0.098000963	0.016426898
digestive_system	AP_24534_Bcr_Abl	0.053544875	0.193264305
digestive_system	AS601245_not_given	-0.042563124	0.30366283
digestive_system	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	0.131170598	0.001292959
digestive_system	AUY922_HSP90	0.01914267	0.643760151
digestive_system	Axitinib_PDGFR_KIT_VEGFR	0.088009627	0.031266005
digestive_system	AZ628_BRAF	-0.033252779	0.567472654
digestive_system	AZD_0530_Src_Abl	-0.048375303	0.402211893
digestive_system	AZD_2281_PARP1_2	0.0854781	0.036484077
digestive_system	AZD6244_MEK_1_2	-0.086635333	0.037985318
digestive_system	AZD6482_PI3K_beta	0.10857526	0.008931342
digestive_system	AZD6482_PI3Kb	0.149319843	0.000266469
digestive_system	AZD7762_Chk_1_2	0.128045256	0.001688153
digestive_system	AZD8055_mTORC1_2	0.100649557	0.014287305
digestive_system	BAY_61_3606_spleen_tyrosine_kinase	0.032322869	0.43481003
digestive_system	Bexarotene_Retinioic_acid_X_family_agonist	-0.011875392	0.774212542
digestive_system	BI_2536_PLK1_2_3	-0.037807395	0.514888017
digestive_system	BIBW2992_EGFR_HER2	-0.096104262	0.018640866
digestive_system	Bicalutamide_Androgen_receptor	-0.080220835	0.052267577
digestive_system	BIRB_0796_p38_JNK2	0.105019016	0.010110348
digestive_system	Bleomycin_not_given	-0.051118692	0.216600502
digestive_system	BMS_509744_IL2_inducible_T_cell_kinase_ITK	-0.078086812	0.178093462
digestive_system	BMS_536924_IGF_1R	-0.171878233	0.002865358
digestive_system	BMS_708163_gamma_secretase_complex	-0.021271275	0.605187607
digestive_system	BMS_754807_IGF1R	-0.068295893	0.098602384
digestive_system	Bortezomib_Proteasome	-0.015133336	0.7950811
digestive_system	Bosutinib_SRC_ABL_TEC	0.065319645	0.110258875
digestive_system	Bryostatin_1_PRKC	0.008373886	0.839697029
digestive_system	BX_795_TBK1_PDK1_IKK_AURKB_C	0.138532268	0.000688484
digestive_system	Camptothecin_DNA_topoisomerase_I	0.140327849	0.000572468
digestive_system	CCT007093_PPM1D	-0.01025466	0.803208451
digestive_system	CCT018159_HSP90	0.056468934	0.172946417
digestive_system	CEP_701_FLT3_JAK2_NTRK1_RET	0.108261842	0.008003654
digestive_system	CGP_082996_CDK4	-0.006358224	0.912964731
digestive_system	CGP_60474_CDK_1_2_5_7_9	-0.000219249	0.996992844
digestive_system	CHIR_99021_GSK3B	-0.006779252	0.869259148
digestive_system	CI_1040_MEK_1_2	-0.131310265	0.001326537
digestive_system	Cisplatin_DNA_crosslinking	0.16758083	3.75E-05
digestive_system	CMK_Rsk	0.014835855	0.79868892
digestive_system	Cyclopamine_SMO	0.051071801	0.382100083
digestive_system	Cytarabine_Inhibits_DNA_synthesis	0.065538419	0.109069159
digestive_system	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	-0.018636173	0.748675753
digestive_system	DMOG_Prolyl_4_Hydroxylase	0.178552364	1.24E-05
digestive_system	Docetaxel_Microtubules	0.086696983	0.033885904
digestive_system	Doxorubicin_DNA	0.053199776	0.19844612
digestive_system	EHT_1864_Rac_GTPases	-0.006730612	0.87007978
digestive_system	Elesclomol_Hsp70	0.111105903	0.006488601
digestive_system	Embelin_XIAP	0.000644145	0.98758557
digestive_system	Epothilone_B_Microtubules	-0.057361944	0.165514127
digestive_system	Erlotinib_EGFR	-0.057011629	0.345365169
digestive_system	Etoposide_not_given	0.040274849	0.327948129
digestive_system	FH535_not_given	-0.043620182	0.291800524
digestive_system	FTI_277_Farnesyl_transferase	0.017356809	0.673427558
digestive_system	GDC_0449_SMO	0.093385215	0.022267307
digestive_system	GDC0941_PI3K_class_1	0.074182703	0.071773554
digestive_system	Gefitinib_EGFR	0.008250902	0.840293446
digestive_system	Gemcitabine_not_given	0.034932482	0.398625873
digestive_system	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	-0.071109788	0.220976311
digestive_system	GSK_1904529A_IGF1R	-0.014782303	0.721019099
digestive_system	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	-0.042794355	0.301041025
digestive_system	GSK269962A_ROCK	0.088649715	0.126784037
digestive_system	GW_441756_Trk_A	0.058756427	0.150925516
digestive_system	GW843682X_PLK1	-0.06325468	0.275587012
digestive_system	Imatinib_BCR_ABL_KIT_PDGFR	0.060067219	0.298122573
digestive_system	IPA_3_not_given	0.068494092	0.097626303
digestive_system	JNJ_26854165_MDM2	0.161355913	8.03E-05
digestive_system	JNK_9L_JNK	-0.016267	0.692855576
digestive_system	JNK_Inhibitor_VIII_JNK	0.121006327	0.00301419
digestive_system	JW_7_52_1_mTOR	-0.067907898	0.241731183
digestive_system	KIN001_135_IKKe	0.014977545	0.796472026
digestive_system	KU_55933_ATM_IC50_13_nM_ATR_10_mM	0.125972937	0.002043663
digestive_system	Lapatinib_EGFR_ERBB2	-0.110963006	0.057382409
digestive_system	LAQ824_HDAC	0.012106624	0.769938542
digestive_system	Lenalidomide_TNF_alpha	0.049036614	0.230777062
digestive_system	LFM_A13_BTK	0.124914592	0.002451386
digestive_system	Methotrexate_Dihydrofolate_reductase_DHFR	0.049224134	0.22899654
digestive_system	MG_132_Proteosome	0.045384562	0.435056254
digestive_system	Midostaurin_KIT	-0.00905503	0.825982342
digestive_system	Mitomycin_C_DNA_crosslinker	0.053497073	0.195946032
digestive_system	MK_2206_AKT1_2	0.09787284	0.019007273
digestive_system	MS_275_HDAC	0.155594197	0.007219734
digestive_system	Nilotinib_Bcr_Abl	0.052190885	0.209060499
digestive_system	NSC_87877_SHP1_2	-0.08322614	0.042948309
digestive_system	NU_7441_DNAPK	0.105536343	0.009867555
digestive_system	Nutlin_3a_p53_MDM2_interaction	0.030967549	0.449341768
digestive_system	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.1090424	0.00792072
digestive_system	NVP_TAE684_ALK	-0.130444583	0.023611547
digestive_system	Obatoclax_Mesylate_BCL2_family	0.024196731	0.558833012
digestive_system	OSI_906_IGF1R	-0.033644192	0.416257725
digestive_system	OSU_03012_PDK1	-0.036022574	0.384062848
digestive_system	PAC_1_Caspase_3_activator	0.022677209	0.58379117
digestive_system	Paclitaxel_Microtubules	-0.059328527	0.306549054
digestive_system	Parthenolide_NFkappaB	-0.006107348	0.916245233
digestive_system	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	0.112791452	0.00627053
digestive_system	PD_0325901_MEK_1_2	-0.143646738	0.000455088
digestive_system	PD_0332991_Cdk_4_6	0.081411783	0.051238988
digestive_system	PD_173074_FGFR1_FGFR3	0.090196134	0.027286623
digestive_system	PF_02341066_MET_ALK	-0.011751764	0.839100502
digestive_system	PF_4708671_p70_S6KA	0.006398212	0.876547144
digestive_system	PF_562271_FAK	-0.012612935	0.759414669
digestive_system	PHA_665752_MET	-0.105811841	0.06630642
digestive_system	PLX4720_RAF	0.13296534	0.00110647
digestive_system	Pyrimethamine_STAT3	-0.001388578	0.980956436
digestive_system	QS11_ARFGAP	-0.013097616	0.751701722
digestive_system	Rapamycin_mTOR	-0.015864882	0.783994381
digestive_system	RDEA119_MEK_1_2	-0.160658385	8.63E-05
digestive_system	RO_3306_Cdk1	0.087709918	0.031848403
digestive_system	Roscovitine_CDK_s	0.018730138	0.749108664
digestive_system	S_Trityl_L_cysteine_Eg5	-0.023459653	0.686705552
digestive_system	Salubrinal_GADD34_PP1C_phosphatase	0.067864353	0.244430257
digestive_system	SB_216763_GSKa_b	-0.002063747	0.960754756
digestive_system	SB590885_BRAF	-0.039657741	0.339969946
digestive_system	Shikonin_not_given	0.070693338	0.085694821
digestive_system	SL_0101_1_RSK_AURKB_PIM3	0.003709681	0.928049718
digestive_system	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.004653218	0.936137788
digestive_system	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.071255954	0.220026232
digestive_system	Temsirolimus_mTOR	0.169362275	3.09E-05
digestive_system	TGX221_PI3K_beta	0.017466844	0.763963467
digestive_system	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	0.00348499	0.932911095
digestive_system	Tipifarnib_Farnesyl_transferase	-0.036650202	0.375827372
digestive_system	TW_37_BCL_2_BCL_XL	0.106636871	0.009417603
digestive_system	Vinblastine_Microtubules	0.144297033	0.00039594
digestive_system	Vinorelbine_Microtubules	0.010016626	0.807845802
digestive_system	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.061475474	0.132875424
digestive_system	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	-0.018782339	0.746771543
digestive_system	VX_702_p38_MAPK	0.090009845	0.027607777
digestive_system	WH_4_023_SRC_family_ABL	0.003727235	0.948913014
digestive_system	WZ_1_84_BMX	-0.019805501	0.733485702
digestive_system	X17_AAG_Hsp90	0.006797755	0.868136579
digestive_system	X681640_Wee1_Chk1	0.102248726	0.013754072
digestive_system	XMD8_85_Erk5	0.029247514	0.616851978
digestive_system	Z_LLNle_CHO_gamma_secretase	0.021851826	0.707154436
digestive_system	ZM_447439_Aurora_B	0.134069247	0.001210171
EGFR.MUT	A_443654_AKT1_2_3	0.058268366	0.316105767
EGFR.MUT	A_770041_Src_family	0.022413325	0.69950575
EGFR.MUT	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	0.006793662	0.868215241
EGFR.MUT	ABT_888_PARP1_2	-0.014522684	0.722805848
EGFR.MUT	AG_014699_PARP1_2_	0.028166058	0.49397703
EGFR.MUT	AICAR_AMPK_agonist	-0.060650665	0.13816535
EGFR.MUT	AKT_inhibitor_VIII_AKT1_2	0.036034511	0.381471245
EGFR.MUT	AMG_706_VEGFR_RET_c_KIT_PDGFR	0.01831335	0.654650564
EGFR.MUT	AP_24534_Bcr_Abl	0.049866952	0.225702016
EGFR.MUT	AS601245_not_given	-0.011974199	0.7723854
EGFR.MUT	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	-0.037217454	0.363197023
EGFR.MUT	AUY922_HSP90	-0.024805552	0.54898024
EGFR.MUT	Axitinib_PDGFR_KIT_VEGFR	0.065868986	0.107290737
EGFR.MUT	AZ628_BRAF	-0.033574709	0.563725827
EGFR.MUT	AZD_0530_Src_Abl	-0.012736376	0.825539635
EGFR.MUT	AZD_2281_PARP1_2	0.039482008	0.334715535
EGFR.MUT	AZD6244_MEK_1_2	0.026670274	0.523672314
EGFR.MUT	AZD6482_PI3K_beta	0.007404476	0.858890249
EGFR.MUT	AZD6482_PI3Kb	-0.035082278	0.394188078
EGFR.MUT	AZD7762_Chk_1_2	0.086889955	0.033489389
EGFR.MUT	AZD8055_mTORC1_2	0.051721301	0.208893083
EGFR.MUT	BAY_61_3606_spleen_tyrosine_kinase	0.049013693	0.236146139
EGFR.MUT	Bexarotene_Retinioic_acid_X_family_agonist	0.015870359	0.701434661
EGFR.MUT	BI_2536_PLK1_2_3	0.017241019	0.766544069
EGFR.MUT	BIBW2992_EGFR_HER2	-0.112046197	0.006047534
EGFR.MUT	Bicalutamide_Androgen_receptor	0.026415965	0.523337771
EGFR.MUT	BIRB_0796_p38_JNK2	0.002264554	0.955893028
EGFR.MUT	Bleomycin_not_given	0.046364305	0.262472137
EGFR.MUT	BMS_509744_IL2_inducible_T_cell_kinase_ITK	0.001077564	0.98519628
EGFR.MUT	BMS_536924_IGF_1R	0.010775637	0.852795235
EGFR.MUT	BMS_708163_gamma_secretase_complex	-0.022844991	0.578750657
EGFR.MUT	BMS_754807_IGF1R	-0.009272861	0.82275908
EGFR.MUT	Bortezomib_Proteasome	-0.0361413	0.534978597
EGFR.MUT	Bosutinib_SRC_ABL_TEC	-0.033082181	0.418976007
EGFR.MUT	Bryostatin_1_PRKC	0.029792637	0.471633822
EGFR.MUT	BX_795_TBK1_PDK1_IKK_AURKB_C	0.03344881	0.414620423
EGFR.MUT	Camptothecin_DNA_topoisomerase_I	0.056663081	0.16604776
EGFR.MUT	CCT007093_PPM1D	-0.02604429	0.52674077
EGFR.MUT	CCT018159_HSP90	-0.022973392	0.579537273
EGFR.MUT	CEP_701_FLT3_JAK2_NTRK1_RET	0.038103584	0.351876633
EGFR.MUT	CGP_082996_CDK4	-0.050470369	0.385314736
EGFR.MUT	CGP_60474_CDK_1_2_5_7_9	-0.014079717	0.808745992
EGFR.MUT	CHIR_99021_GSK3B	0.007868454	0.8484895
EGFR.MUT	CI_1040_MEK_1_2	-0.017854391	0.66382795
EGFR.MUT	Cisplatin_DNA_crosslinking	0.028356155	0.488503044
EGFR.MUT	CMK_Rsk	0.0294591	0.612494756
EGFR.MUT	Cyclopamine_SMO	-0.012537863	0.8302047
EGFR.MUT	Cytarabine_Inhibits_DNA_synthesis	0.056859999	0.164578549
EGFR.MUT	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	-0.021877714	0.706823468
EGFR.MUT	DMOG_Prolyl_4_Hydroxylase	0.075226428	0.067390349
EGFR.MUT	Docetaxel_Microtubules	-0.079899375	0.050637819
EGFR.MUT	Doxorubicin_DNA	0.006623472	0.872883684
EGFR.MUT	EHT_1864_Rac_GTPases	0.001949573	0.9622143
EGFR.MUT	Elesclomol_Hsp70	0.003298372	0.935793842
EGFR.MUT	Embelin_XIAP	0.005116957	0.901628243
EGFR.MUT	Epothilone_B_Microtubules	-0.010675478	0.796498341
EGFR.MUT	Erlotinib_EGFR	-0.094330306	0.117933009
EGFR.MUT	Etoposide_not_given	0.065904565	0.109182143
EGFR.MUT	FH535_not_given	0.018675594	0.651872575
EGFR.MUT	FTI_277_Farnesyl_transferase	0.037938978	0.356801994
EGFR.MUT	GDC_0449_SMO	-0.044848016	0.27312673
EGFR.MUT	GDC0941_PI3K_class_1	0.011636902	0.777890235
EGFR.MUT	Gefitinib_EGFR	-0.110667773	0.006703806
EGFR.MUT	Gemcitabine_not_given	0.00236367	0.954468476
EGFR.MUT	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	0.038773374	0.504919089
EGFR.MUT	GSK_1904529A_IGF1R	-0.045896765	0.26732004
EGFR.MUT	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	0.045221431	0.274430376
EGFR.MUT	GSK269962A_ROCK	0.024910268	0.668449382
EGFR.MUT	GW_441756_Trk_A	0.038005125	0.353123333
EGFR.MUT	GW843682X_PLK1	0.019180634	0.741169274
EGFR.MUT	Imatinib_BCR_ABL_KIT_PDGFR	0.051794597	0.369738303
EGFR.MUT	IPA_3_not_given	0.022779549	0.582094091
EGFR.MUT	JNJ_26854165_MDM2	-0.004209873	0.918586337
EGFR.MUT	JNK_9L_JNK	0.030872405	0.453405802
EGFR.MUT	JNK_Inhibitor_VIII_JNK	0.011372	0.781203235
EGFR.MUT	JW_7_52_1_mTOR	-0.006034357	0.917242624
EGFR.MUT	KIN001_135_IKKe	-0.048490366	0.40346085
EGFR.MUT	KU_55933_ATM_IC50_13_nM_ATR_10_mM	-0.012568044	0.759261388
EGFR.MUT	Lapatinib_EGFR_ERBB2	-0.100157814	0.086465188
EGFR.MUT	LAQ824_HDAC	0.051974775	0.208993134
EGFR.MUT	Lenalidomide_TNF_alpha	0.04502032	0.271286357
EGFR.MUT	LFM_A13_BTK	0.085741495	0.037989093
EGFR.MUT	Methotrexate_Dihydrofolate_reductase_DHFR	0.030965315	0.449374488
EGFR.MUT	MG_132_Proteosome	-0.044621871	0.442821187
EGFR.MUT	Midostaurin_KIT	-0.030020407	0.465971963
EGFR.MUT	Mitomycin_C_DNA_crosslinker	0.016701539	0.686605195
EGFR.MUT	MK_2206_AKT1_2	0.03318724	0.427431173
EGFR.MUT	MS_275_HDAC	0.040060237	0.491609947
EGFR.MUT	Nilotinib_Bcr_Abl	-0.003197228	0.938703078
EGFR.MUT	NSC_87877_SHP1_2	-0.038189566	0.353632356
EGFR.MUT	NU_7441_DNAPK	0.039980234	0.329459581
EGFR.MUT	Nutlin_3a_p53_MDM2_interaction	0.097228137	0.017299538
EGFR.MUT	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.033278047	0.418974094
EGFR.MUT	NVP_TAE684_ALK	0.005760283	0.92072368
EGFR.MUT	Obatoclax_Mesylate_BCL2_family	0.001324694	0.974472848
EGFR.MUT	OSI_906_IGF1R	0.011714455	0.777191299
EGFR.MUT	OSU_03012_PDK1	0.024078269	0.560760037
EGFR.MUT	PAC_1_Caspase_3_activator	0.000129872	0.997496916
EGFR.MUT	Paclitaxel_Microtubules	0.015301404	0.792170479
EGFR.MUT	Parthenolide_NFkappaB	0.041162933	0.478266851
EGFR.MUT	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	0.016753488	0.685682265
EGFR.MUT	PD_0325901_MEK_1_2	-0.002054819	0.960209814
EGFR.MUT	PD_0332991_Cdk_4_6	0.03888274	0.352430526
EGFR.MUT	PD_173074_FGFR1_FGFR3	0.068428916	0.094282948
EGFR.MUT	PF_02341066_MET_ALK	0.027308007	0.637003203
EGFR.MUT	PF_4708671_p70_S6KA	-0.008119042	0.843725388
EGFR.MUT	PF_562271_FAK	0.037437803	0.363194634
EGFR.MUT	PHA_665752_MET	0.072385073	0.20971557
EGFR.MUT	PLX4720_RAF	-0.033574476	0.412083548
EGFR.MUT	Pyrimethamine_STAT3	0.048737481	0.401861267
EGFR.MUT	QS11_ARFGAP	0.059767095	0.14845482
EGFR.MUT	Rapamycin_mTOR	0.056749451	0.326464239
EGFR.MUT	RDEA119_MEK_1_2	-0.040996148	0.319352296
EGFR.MUT	RO_3306_Cdk1	-0.002756848	0.946317711
EGFR.MUT	Roscovitine_CDK_s	-0.086007483	0.141246209
EGFR.MUT	S_Trityl_L_cysteine_Eg5	0.010397329	0.85814482
EGFR.MUT	Salubrinal_GADD34_PP1C_phosphatase	0.026260299	0.652735514
EGFR.MUT	SB_216763_GSKa_b	0.061387411	0.142905398
EGFR.MUT	SB590885_BRAF	0.046051329	0.267768534
EGFR.MUT	Shikonin_not_given	0.052322712	0.203640887
EGFR.MUT	SL_0101_1_RSK_AURKB_PIM3	-0.004127895	0.919964148
EGFR.MUT	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	-0.043964598	0.448809676
EGFR.MUT	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	-0.009747496	0.86692577
EGFR.MUT	Temsirolimus_mTOR	-0.001329195	0.974102496
EGFR.MUT	TGX221_PI3K_beta	-0.018195326	0.754428174
EGFR.MUT	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.007922192	0.848236124
EGFR.MUT	Tipifarnib_Farnesyl_transferase	0.026104272	0.528252573
EGFR.MUT	TW_37_BCL_2_BCL_XL	0.032726754	0.426726222
EGFR.MUT	Vinblastine_Microtubules	0.019987151	0.625406745
EGFR.MUT	Vinorelbine_Microtubules	0.014283499	0.728729783
