marker	drug	rho	p.value
ELKS.CP	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.070061307	0.088538952
ELKS.CP	NVP_TAE684_ALK	0.039808787	0.491417659
ELKS.CP	Obatoclax_Mesylate_BCL2_family	0.020313009	0.623619835
ELKS.CP	OSI_906_IGF1R	-0.065398165	0.113778622
ELKS.CP	OSU_03012_PDK1	0.043431159	0.293898614
ELKS.CP	PAC_1_Caspase_3_activator	-0.012185085	0.768489867
ELKS.CP	Paclitaxel_Microtubules	0.040730924	0.482900801
ELKS.CP	Parthenolide_NFkappaB	0.058390089	0.314276717
ELKS.CP	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	-0.011428538	0.782491294
ELKS.CP	PD_0325901_MEK_1_2	0.017782507	0.665896412
ELKS.CP	PD_0332991_Cdk_4_6	0.079171115	0.05800678
ELKS.CP	PD_173074_FGFR1_FGFR3	0.066083346	0.106149797
ELKS.CP	PF_02341066_MET_ALK	0.131673966	0.0223181
ELKS.CP	PF_4708671_p70_S6KA	-0.030979637	0.451837858
ELKS.CP	PF_562271_FAK	0.030566403	0.457896946
ELKS.CP	PHA_665752_MET	-0.021638919	0.708010989
ELKS.CP	PLX4720_RAF	-0.037336257	0.361666236
ELKS.CP	Pyrimethamine_STAT3	0.032394031	0.577524914
ELKS.CP	QS11_ARFGAP	0.030240899	0.464987657
ELKS.CP	Rapamycin_mTOR	0.05350861	0.354893085
ELKS.CP	RDEA119_MEK_1_2	0.017772919	0.666065674
ELKS.CP	RO_3306_Cdk1	0.017995106	0.660272889
ELKS.CP	Roscovitine_CDK_s	0.07665426	0.189966982
ELKS.CP	S_Trityl_L_cysteine_Eg5	0.076444994	0.188165468
ELKS.CP	Salubrinal_GADD34_PP1C_phosphatase	0.037971324	0.515205357
ELKS.CP	SB_216763_GSKa_b	-0.017860451	0.670191619
ELKS.CP	SB590885_BRAF	0.03593415	0.387275644
ELKS.CP	Shikonin_not_given	0.070089118	0.088412224
ELKS.CP	SL_0101_1_RSK_AURKB_PIM3	0.038666611	0.346423716
ELKS.CP	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.003616297	0.950347903
ELKS.CP	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.151129448	0.008976203
ELKS.CP	Temsirolimus_mTOR	0.068200029	0.095392088
ELKS.CP	TGX221_PI3K_beta	0.03336786	0.566131905
ELKS.CP	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	0.011005736	0.790347146
ELKS.CP	Tipifarnib_Farnesyl_transferase	0.041939579	0.310808068
ELKS.CP	TW_37_BCL_2_BCL_XL	0.050852664	0.216650764
ELKS.CP	Vinblastine_Microtubules	0.109379729	0.007374028
ELKS.CP	Vinorelbine_Microtubules	0.045173068	0.27249043
ELKS.CP	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.058516393	0.15260442
ELKS.CP	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	0.105721856	0.068381781
ELKS.CP	VX_702_p38_MAPK	0.086996421	0.033272325
ELKS.CP	WH_4_023_SRC_family_ABL	-0.01294756	0.823862785
ELKS.CP	WZ_1_84_BMX	0.092108548	0.112573289
ELKS.CP	X17_AAG_Hsp90	-0.003798373	0.926086807
ELKS.CP	X681640_Wee1_Chk1	0.048096236	0.24748436
ELKS.CP	XMD8_85_Erk5	0.143839831	0.013401631
ELKS.CP	Z_LLNle_CHO_gamma_secretase	0.043463587	0.454763105
ELKS.CP	ZM_447439_Aurora_B	0.099312126	0.016733566
ELL.CP	A_443654_AKT1_2_3	0.004418022	0.939461486
ELL.CP	A_770041_Src_family	-0.112694517	0.051569071
ELL.CP	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	0.085411754	0.036630231
ELL.CP	ABT_888_PARP1_2	0.066830772	0.102246504
ELL.CP	AG_014699_PARP1_2_	-0.029419881	0.474943809
ELL.CP	AICAR_AMPK_agonist	0.064390548	0.115425705
ELL.CP	AKT_inhibitor_VIII_AKT1_2	0.023124891	0.574430303
ELL.CP	AMG_706_VEGFR_RET_c_KIT_PDGFR	-0.049743676	0.224114443
ELL.CP	AP_24534_Bcr_Abl	-0.00760283	0.853545501
ELL.CP	AS601245_not_given	-0.033278976	0.421338455
ELL.CP	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	0.058786009	0.150719583
ELL.CP	AUY922_HSP90	0.085981324	0.03745241
ELL.CP	Axitinib_PDGFR_KIT_VEGFR	0.080040776	0.050229249
ELL.CP	AZ628_BRAF	0.087172514	0.133260956
ELL.CP	AZD_0530_Src_Abl	-0.08477573	0.141620618
ELL.CP	AZD_2281_PARP1_2	0.148191038	0.000273236
ELL.CP	AZD6244_MEK_1_2	0.003134851	0.940260735
ELL.CP	AZD6482_PI3K_beta	-0.007160208	0.863499013
ELL.CP	AZD6482_PI3Kb	0.074939267	0.068445878
ELL.CP	AZD7762_Chk_1_2	0.108292933	0.007985513
ELL.CP	AZD8055_mTORC1_2	0.098452609	0.016565308
ELL.CP	BAY_61_3606_spleen_tyrosine_kinase	0.217176802	1.10E-07
ELL.CP	Bexarotene_Retinioic_acid_X_family_agonist	-0.041463735	0.316334638
ELL.CP	BI_2536_PLK1_2_3	-0.086702935	0.13471304
ELL.CP	BIBW2992_EGFR_HER2	-0.069230684	0.090478873
ELL.CP	Bicalutamide_Androgen_receptor	-0.080444999	0.051610963
ELL.CP	BIRB_0796_p38_JNK2	-0.073631838	0.071737334
ELL.CP	Bleomycin_not_given	0.10043456	0.015006399
ELL.CP	BMS_509744_IL2_inducible_T_cell_kinase_ITK	0.067137029	0.247128847
ELL.CP	BMS_536924_IGF_1R	-0.041962587	0.46975353
ELL.CP	BMS_708163_gamma_secretase_complex	-0.013587347	0.741255926
ELL.CP	BMS_754807_IGF1R	0.051247134	0.215446635
ELL.CP	Bortezomib_Proteasome	-0.112790316	0.052161703
ELL.CP	Bosutinib_SRC_ABL_TEC	0.02862669	0.484362625
ELL.CP	Bryostatin_1_PRKC	-0.079978705	0.052984627
ELL.CP	BX_795_TBK1_PDK1_IKK_AURKB_C	-0.011032925	0.787916517
ELL.CP	Camptothecin_DNA_topoisomerase_I	0.125111616	0.002157081
ELL.CP	CCT007093_PPM1D	-0.003175698	0.938488049
ELL.CP	CCT018159_HSP90	0.012876819	0.756159057
ELL.CP	CEP_701_FLT3_JAK2_NTRK1_RET	0.116105053	0.004436919
ELL.CP	CGP_082996_CDK4	-0.018334874	0.752605793
ELL.CP	CGP_60474_CDK_1_2_5_7_9	0.08211202	0.157389918
ELL.CP	CHIR_99021_GSK3B	-0.020471156	0.619129758
ELL.CP	CI_1040_MEK_1_2	0.034875233	0.395787932
ELL.CP	Cisplatin_DNA_crosslinking	0.062128099	0.128801757
ELL.CP	CMK_Rsk	0.014330796	0.805402917
ELL.CP	Cyclopamine_SMO	0.029129412	0.618275625
ELL.CP	Cytarabine_Inhibits_DNA_synthesis	0.0924546	0.023641859
ELL.CP	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	-0.099879504	0.085205874
ELL.CP	DMOG_Prolyl_4_Hydroxylase	0.08000934	0.051688749
ELL.CP	Docetaxel_Microtubules	-0.083853998	0.040207554
ELL.CP	Doxorubicin_DNA	0.111592649	0.006849908
ELL.CP	EHT_1864_Rac_GTPases	0.06775461	0.099281728
ELL.CP	Elesclomol_Hsp70	-0.025077916	0.540152002
ELL.CP	Embelin_XIAP	0.104169365	0.011630657
ELL.CP	Epothilone_B_Microtubules	0.035806463	0.38692387
ELL.CP	Erlotinib_EGFR	-0.102499267	0.089206835
ELL.CP	Etoposide_not_given	0.116873712	0.004407602
ELL.CP	FH535_not_given	-0.040200301	0.331318708
ELL.CP	FTI_277_Farnesyl_transferase	-0.019923145	0.628545901
ELL.CP	GDC_0449_SMO	0.112936049	0.005655137
ELL.CP	GDC0941_PI3K_class_1	0.07764564	0.059449734
ELL.CP	Gefitinib_EGFR	-0.073717614	0.071406284
ELL.CP	Gemcitabine_not_given	0.107827218	0.008994392
ELL.CP	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	-0.060125159	0.300904709
ELL.CP	GSK_1904529A_IGF1R	-0.079242194	0.055216319
ELL.CP	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	0.097921913	0.017736296
ELL.CP	GSK269962A_ROCK	-0.107650063	0.063465709
ELL.CP	GW_441756_Trk_A	-0.027297014	0.504894214
ELL.CP	GW843682X_PLK1	-0.066939812	0.248523156
ELL.CP	Imatinib_BCR_ABL_KIT_PDGFR	-0.077298802	0.180328386
ELL.CP	IPA_3_not_given	0.15461166	0.000171704
ELL.CP	JNJ_26854165_MDM2	-0.049824107	0.226101456
ELL.CP	JNK_9L_JNK	0.123101059	0.002697437
ELL.CP	JNK_Inhibitor_VIII_JNK	-0.088443077	0.030439855
ELL.CP	JW_7_52_1_mTOR	0.006880194	0.90569308
ELL.CP	KIN001_135_IKKe	-0.044681639	0.44143868
ELL.CP	KU_55933_ATM_IC50_13_nM_ATR_10_mM	0.044686166	0.275669345
ELL.CP	Lapatinib_EGFR_ERBB2	-0.177282254	0.002280723
ELL.CP	LAQ824_HDAC	0.109688283	0.007869321
ELL.CP	Lenalidomide_TNF_alpha	0.115126543	0.004785003
ELL.CP	LFM_A13_BTK	0.016709918	0.686456315
ELL.CP	Methotrexate_Dihydrofolate_reductase_DHFR	0.171972933	2.32E-05
ELL.CP	MG_132_Proteosome	-0.126295469	0.029274488
ELL.CP	Midostaurin_KIT	-0.050629399	0.218677707
ELL.CP	Mitomycin_C_DNA_crosslinker	0.086149359	0.03708023
ELL.CP	MK_2206_AKT1_2	0.089636572	0.031778794
ELL.CP	MS_275_HDAC	0.01825913	0.75399856
ELL.CP	Nilotinib_Bcr_Abl	0.043288424	0.297568018
ELL.CP	NSC_87877_SHP1_2	0.049154675	0.232407935
ELL.CP	NU_7441_DNAPK	0.041981059	0.30581193
ELL.CP	Nutlin_3a_p53_MDM2_interaction	0.217719662	7.36E-08
ELL.CP	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.050625359	0.218714509
ELL.CP	NVP_TAE684_ALK	-0.030463052	0.598584357
ELL.CP	Obatoclax_Mesylate_BCL2_family	0.112682682	0.006321222
ELL.CP	OSI_906_IGF1R	0.017450386	0.673346756
ELL.CP	OSU_03012_PDK1	0.106622155	0.009797247
ELL.CP	PAC_1_Caspase_3_activator	0.116353087	0.004799668
ELL.CP	Paclitaxel_Microtubules	-0.080807409	0.163402743
ELL.CP	Parthenolide_NFkappaB	0.01697088	0.77009868
ELL.CP	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	-0.006683324	0.871744896
ELL.CP	PD_0325901_MEK_1_2	-0.038862294	0.345211278
ELL.CP	PD_0332991_Cdk_4_6	0.08336733	0.045883683
ELL.CP	PD_173074_FGFR1_FGFR3	0.040003724	0.328363057
ELL.CP	PF_02341066_MET_ALK	0.077221864	0.181493435
ELL.CP	PF_4708671_p70_S6KA	-0.041533019	0.313050655
ELL.CP	PF_562271_FAK	0.059798188	0.146174277
ELL.CP	PHA_665752_MET	-0.032282344	0.576280118
ELL.CP	PLX4720_RAF	0.019226385	0.638629245
ELL.CP	Pyrimethamine_STAT3	0.045666403	0.432206737
ELL.CP	QS11_ARFGAP	0.086283262	0.036785904
ELL.CP	Rapamycin_mTOR	-0.012584629	0.827869112
ELL.CP	RDEA119_MEK_1_2	-0.037076749	0.367843997
ELL.CP	RO_3306_Cdk1	-0.037526931	0.359217845
ELL.CP	Roscovitine_CDK_s	0.06548444	0.263036611
ELL.CP	S_Trityl_L_cysteine_Eg5	-0.006510581	0.910887715
ELL.CP	Salubrinal_GADD34_PP1C_phosphatase	0.001205203	0.983526948
ELL.CP	SB_216763_GSKa_b	-0.009793433	0.815363238
ELL.CP	SB590885_BRAF	0.082368316	0.047200299
ELL.CP	Shikonin_not_given	0.115915308	0.004744247
ELL.CP	SL_0101_1_RSK_AURKB_PIM3	0.004310508	0.916436136
ELL.CP	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.074846915	0.196837537
ELL.CP	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.106015394	0.067613888
ELL.CP	Temsirolimus_mTOR	0.016751341	0.682427653
ELL.CP	TGX221_PI3K_beta	-0.012426095	0.830847776
ELL.CP	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.013925601	0.736569521
ELL.CP	Tipifarnib_Farnesyl_transferase	0.079405715	0.0547142
ELL.CP	TW_37_BCL_2_BCL_XL	0.10209494	0.012943357
ELL.CP	Vinblastine_Microtubules	0.129331581	0.001513708
ELL.CP	Vinorelbine_Microtubules	0.051301985	0.212612509
ELL.CP	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.162894659	6.20E-05
ELL.CP	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	0.02034631	0.726494927
ELL.CP	VX_702_p38_MAPK	0.113438031	0.00544403
ELL.CP	WH_4_023_SRC_family_ABL	-0.098357427	0.090096578
ELL.CP	WZ_1_84_BMX	-0.010399516	0.858115305
ELL.CP	X17_AAG_Hsp90	-0.136771385	0.000790213
ELL.CP	X681640_Wee1_Chk1	0.006154951	0.882411846
ELL.CP	XMD8_85_Erk5	0.151949792	0.008950514
ELL.CP	Z_LLNle_CHO_gamma_secretase	0.095272353	0.100697911
ELL.CP	ZM_447439_Aurora_B	0.051984928	0.211260335
ELN.CP	A_443654_AKT1_2_3	0.044027854	0.448923096
ELN.CP	A_770041_Src_family	-0.104143819	0.072150936
ELN.CP	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	0.058236552	0.1545796
ELN.CP	ABT_888_PARP1_2	-0.016856913	0.680536154
ELN.CP	AG_014699_PARP1_2_	0.023631131	0.566079363
ELN.CP	AICAR_AMPK_agonist	0.105193673	0.009985424
ELN.CP	AKT_inhibitor_VIII_AKT1_2	0.047068117	0.25286009
ELN.CP	AMG_706_VEGFR_RET_c_KIT_PDGFR	-0.068714396	0.092914058
ELN.CP	AP_24534_Bcr_Abl	0.018358732	0.655755665
ELN.CP	AS601245_not_given	-0.017197218	0.677818066
ELN.CP	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	0.043977239	0.282557614
ELN.CP	AUY922_HSP90	0.095116294	0.021288501
ELN.CP	Axitinib_PDGFR_KIT_VEGFR	0.063553165	0.120243488
ELN.CP	AZ628_BRAF	-0.02886375	0.619700466
ELN.CP	AZD_0530_Src_Abl	-0.099118691	0.085506464
ELN.CP	AZD_2281_PARP1_2	0.093586468	0.021979336
ELN.CP	AZD6244_MEK_1_2	0.049040099	0.240770962
ELN.CP	AZD6482_PI3K_beta	0.002440749	0.953267937
ELN.CP	AZD6482_PI3Kb	-0.002813236	0.945543277
ELN.CP	AZD7762_Chk_1_2	0.079734354	0.051118147
ELN.CP	AZD8055_mTORC1_2	0.085804004	0.036875529
ELN.CP	BAY_61_3606_spleen_tyrosine_kinase	0.132944546	0.001256631
ELN.CP	Bexarotene_Retinioic_acid_X_family_agonist	-0.048974818	0.236518443
ELN.CP	BI_2536_PLK1_2_3	0.044744141	0.440799461
ELN.CP	BIBW2992_EGFR_HER2	-0.052951746	0.195607645
ELN.CP	Bicalutamide_Androgen_receptor	-0.058427958	0.157779831
ELN.CP	BIRB_0796_p38_JNK2	-0.024882125	0.54332076
ELN.CP	Bleomycin_not_given	0.073525942	0.075324725
ELN.CP	BMS_509744_IL2_inducible_T_cell_kinase_ITK	0.06809108	0.240460761
ELN.CP	BMS_536924_IGF_1R	-0.026574988	0.647181958
ELN.CP	BMS_708163_gamma_secretase_complex	-0.041384122	0.314380029
ELN.CP	BMS_754807_IGF1R	0.02891293	0.484827343
ELN.CP	Bortezomib_Proteasome	-0.116346455	0.045130942
ELN.CP	Bosutinib_SRC_ABL_TEC	0.095791605	0.019029795
ELN.CP	Bryostatin_1_PRKC	-0.084780975	0.040204374
ELN.CP	BX_795_TBK1_PDK1_IKK_AURKB_C	0.002479075	0.951800563
ELN.CP	Camptothecin_DNA_topoisomerase_I	0.088455565	0.030416333
ELN.CP	CCT007093_PPM1D	-0.024000737	0.559686671
ELN.CP	CCT018159_HSP90	0.008454576	0.838447316
ELN.CP	CEP_701_FLT3_JAK2_NTRK1_RET	0.107365602	0.008542668
ELN.CP	CGP_082996_CDK4	-0.032948206	0.571028342
ELN.CP	CGP_60474_CDK_1_2_5_7_9	0.047303331	0.415870832
ELN.CP	CHIR_99021_GSK3B	-0.080357092	0.050677427
ELN.CP	CI_1040_MEK_1_2	0.02671026	0.515511888
ELN.CP	Cisplatin_DNA_crosslinking	0.013977687	0.732803468
ELN.CP	CMK_Rsk	0.016472345	0.777038175
ELN.CP	Cyclopamine_SMO	0.051046147	0.382339529
ELN.CP	Cytarabine_Inhibits_DNA_synthesis	0.101412841	0.013019092
ELN.CP	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	-0.076497282	0.18786264
ELN.CP	DMOG_Prolyl_4_Hydroxylase	0.074764419	0.069095189
ELN.CP	Docetaxel_Microtubules	-0.048867292	0.232393209
ELN.CP	Doxorubicin_DNA	0.06696923	0.105337493
ELN.CP	EHT_1864_Rac_GTPases	0.061753713	0.13308109
ELN.CP	Elesclomol_Hsp70	0.017771939	0.664226972
ELN.CP	Embelin_XIAP	-0.005510535	0.89410471
ELN.CP	Epothilone_B_Microtubules	0.027473437	0.506839609
ELN.CP	Erlotinib_EGFR	-0.140638869	0.019413521
ELN.CP	Etoposide_not_given	0.129183745	0.001634156
ELN.CP	FH535_not_given	-0.018535585	0.654312409
ELN.CP	FTI_277_Farnesyl_transferase	0.003214516	0.93779032
ELN.CP	GDC_0449_SMO	0.064081063	0.117188341
ELN.CP	GDC0941_PI3K_class_1	0.029733339	0.471003008
ELN.CP	Gefitinib_EGFR	-0.07305861	0.073982022
ELN.CP	Gemcitabine_not_given	0.090000577	0.029372261
ELN.CP	GNF_2_BCR_ABL_only_allosteric_non_ATP_competetive	-0.095240187	0.100813439
ELN.CP	GSK_1904529A_IGF1R	-0.024388643	0.555717999
ELN.CP	GSK_650394_serum_glucocorticoid_regulated_kinase_1_	0.077737392	0.060019325
ELN.CP	GSK269962A_ROCK	-0.085439325	0.141181757
ELN.CP	GW_441756_Trk_A	-0.034894365	0.393938276
ELN.CP	GW843682X_PLK1	0.040948908	0.480559564
ELN.CP	Imatinib_BCR_ABL_KIT_PDGFR	-0.093539745	0.10472517
ELN.CP	IPA_3_not_given	0.119896078	0.003652971
ELN.CP	JNJ_26854165_MDM2	0.04253573	0.301501305
ELN.CP	JNK_9L_JNK	0.09700806	0.018231147
ELN.CP	JNK_Inhibitor_VIII_JNK	-0.057386766	0.160696339
ELN.CP	JW_7_52_1_mTOR	-0.018520885	0.749770526
ELN.CP	KIN001_135_IKKe	0.03012765	0.603836423
ELN.CP	KU_55933_ATM_IC50_13_nM_ATR_10_mM	0.039822367	0.331374404
ELN.CP	Lapatinib_EGFR_ERBB2	-0.135440991	0.020171055
ELN.CP	LAQ824_HDAC	0.071078144	0.085592409
ELN.CP	Lenalidomide_TNF_alpha	0.047082003	0.249922134
ELN.CP	LFM_A13_BTK	-0.049455099	0.231947777
ELN.CP	Methotrexate_Dihydrofolate_reductase_DHFR	0.09781264	0.016635911
ELN.CP	MG_132_Proteosome	-0.175244839	0.00239732
ELN.CP	Midostaurin_KIT	-0.013859224	0.736484096
ELN.CP	Mitomycin_C_DNA_crosslinker	0.069990218	0.090504505
ELN.CP	MK_2206_AKT1_2	0.045784676	0.273470186
ELN.CP	MS_275_HDAC	-0.018186012	0.754952184
ELN.CP	Nilotinib_Bcr_Abl	0.081243296	0.050311878
ELN.CP	NSC_87877_SHP1_2	0.068900818	0.093958391
ELN.CP	NU_7441_DNAPK	0.03354566	0.413269744
ELN.CP	Nutlin_3a_p53_MDM2_interaction	0.150282886	0.000223026
ELN.CP	NVP_BEZ235_PI3K_Class_1_and_mTORC1_2	0.038108053	0.354661437
ELN.CP	NVP_TAE684_ALK	-0.051929377	0.36929309
ELN.CP	Obatoclax_Mesylate_BCL2_family	0.028711934	0.487869548
ELN.CP	OSI_906_IGF1R	0.038183466	0.356170486
ELN.CP	OSU_03012_PDK1	0.094289444	0.022446882
ELN.CP	PAC_1_Caspase_3_activator	0.009639237	0.815879122
ELN.CP	Paclitaxel_Microtubules	0.00952047	0.869779584
ELN.CP	Parthenolide_NFkappaB	-0.021942906	0.705516387
ELN.CP	Pazopanib_VEGFR_PDGFRA_PDGFRB_KIT	-0.039700206	0.33737417
ELN.CP	PD_0325901_MEK_1_2	-0.046561974	0.258004234
ELN.CP	PD_0332991_Cdk_4_6	0.135230525	0.00116317
ELN.CP	PD_173074_FGFR1_FGFR3	0.057854111	0.157310206
ELN.CP	PF_02341066_MET_ALK	0.003677159	0.949343597
ELN.CP	PF_4708671_p70_S6KA	-0.039846837	0.333118939
ELN.CP	PF_562271_FAK	0.023407497	0.569761253
ELN.CP	PHA_665752_MET	-0.043686421	0.449408264
ELN.CP	PLX4720_RAF	-0.015347663	0.707762008
ELN.CP	Pyrimethamine_STAT3	0.045940381	0.429447062
ELN.CP	QS11_ARFGAP	0.045728633	0.26907831
ELN.CP	Rapamycin_mTOR	-0.019242684	0.73951943
ELN.CP	RDEA119_MEK_1_2	-0.054257107	0.187398747
ELN.CP	RO_3306_Cdk1	-0.038479216	0.347145903
ELN.CP	Roscovitine_CDK_s	0.04341226	0.458363755
ELN.CP	S_Trityl_L_cysteine_Eg5	0.064996067	0.263364778
ELN.CP	Salubrinal_GADD34_PP1C_phosphatase	-0.027093211	0.642474252
ELN.CP	SB_216763_GSKa_b	-0.071182355	0.089248679
ELN.CP	SB590885_BRAF	0.07676663	0.06444009
ELN.CP	Shikonin_not_given	0.065449767	0.111654181
ELN.CP	SL_0101_1_RSK_AURKB_PIM3	0.003595837	0.930252053
ELN.CP	Sorafenib_PDGFRA_PDGFRB_KDR_KIT_FLT3	-0.031839532	0.583424182
ELN.CP	Sunitinib_PDGFRA_PDGFRB_KDR_KIT_FLT3	0.082312017	0.156377671
ELN.CP	Temsirolimus_mTOR	0.049278794	0.228479377
ELN.CP	TGX221_PI3K_beta	-0.027605604	0.635047667
ELN.CP	Thapsigargin_ATPase_Ca_transporting_cardiac_muscle_slow_twitch_2	-0.013952259	0.736083972
ELN.CP	Tipifarnib_Farnesyl_transferase	0.02616554	0.527284644
ELN.CP	TW_37_BCL_2_BCL_XL	0.0460365	0.263420973
ELN.CP	Vinblastine_Microtubules	0.094021743	0.021367542
ELN.CP	Vinorelbine_Microtubules	0.085963618	0.0365248
ELN.CP	Vorinostat_HDAC_inhibitor_Class_I_IIa_IIb_IV	0.094136878	0.021208211
ELN.CP	VX_680_Aurora_kinase_A_B_C_FLT_3_ABL1_JAK2	0.089469767	0.123295204
ELN.CP	VX_702_p38_MAPK	0.10246947	0.012098573
ELN.CP	WH_4_023_SRC_family_ABL	-0.05749248	0.322603776
ELN.CP	WZ_1_84_BMX	0.009546012	0.869651731
ELN.CP	X17_AAG_Hsp90	-0.112058325	0.006042025
ELN.CP	X681640_Wee1_Chk1	0.068230686	0.100676862
ELN.CP	XMD8_85_Erk5	0.063586139	0.276333379
ELN.CP	Z_LLNle_CHO_gamma_secretase	-0.061265961	0.291809602
ELN.CP	ZM_447439_Aurora_B	0.053773552	0.195948607
EML4.CP	A_443654_AKT1_2_3	0.012180529	0.834141775
EML4.CP	A_770041_Src_family	-0.028414797	0.624573718
EML4.CP	ABT_263_Bcl_2_Bcl_xL_and_Bcl_w	0.126038918	0.001997347
EML4.CP	ABT_888_PARP1_2	0.020456653	0.617305798
EML4.CP	AG_014699_PARP1_2_	0.037818844	0.358327858
EML4.CP	AICAR_AMPK_agonist	0.018722741	0.647446656
EML4.CP	AKT_inhibitor_VIII_AKT1_2	0.033660222	0.413648895
EML4.CP	AMG_706_VEGFR_RET_c_KIT_PDGFR	-0.051980329	0.203944716
EML4.CP	AP_24534_Bcr_Abl	0.048209261	0.24152488
EML4.CP	AS601245_not_given	0.031696674	0.443765954
EML4.CP	ATRA_Ligand_for_retinoic_acid_and_retinoid_X_receptors	0.056411854	0.167936434
EML4.CP	AUY922_HSP90	0.076872478	0.062932964
EML4.CP	Axitinib_PDGFR_KIT_VEGFR	0.054300399	0.184450089
EML4.CP	AZ628_BRAF	0.0880597	0.129341142
EML4.CP	AZD_0530_Src_Abl	-0.066306239	0.250652597
EML4.CP	AZD_2281_PARP1_2	0.154334373	0.000149375
EML4.CP	AZD6244_MEK_1_2	0.006092741	0.884193868
EML4.CP	AZD6482_PI3K_beta	-0.025974735	0.53277896
EML4.CP	AZD6482_PI3Kb	0.002774131	0.946299091
EML4.CP	AZD7762_Chk_1_2	0.032110354	0.432779142
EML4.CP	AZD8055_mTORC1_2	0.054833456	0.182749056
EML4.CP	BAY_61_3606_spleen_tyrosine_kinase	0.180054145	1.16E-05
EML4.CP	Bexarotene_Retinioic_acid_X_family_agonist	-0.024852541	0.548223365
EML4.CP	BI_2536_PLK1_2_3	-0.031968701	0.581897059
EML4.CP	BIBW2992_EGFR_HER2	-0.097997975	0.016430196
EML4.CP	Bicalutamide_Androgen_receptor	-0.136269476	0.00094257
EML4.CP	BIRB_0796_p38_JNK2	-0.070022218	0.086845159
EML4.CP	Bleomycin_not_given	0.082032677	0.047154807
EML4.CP	BMS_509744_IL2_inducible_T_cell_kinase_ITK	0.082716554	0.153649683
EML4.CP	BMS_536924_IGF_1R	0.009243062	0.873541697
EML4.CP	BMS_708163_gamma_secretase_complex	-0.052493593	0.201783933
EML4.CP	BMS_754807_IGF1R	0.044334733	0.283960145
EML4.CP	Bortezomib_Proteasome	-0.034675113	0.551683615
EML4.CP	Bosutinib_SRC_ABL_TEC	-0.000819399	0.984033424
EML4.CP	Bryostatin_1_PRKC	-0.093448599	0.023680532
EML4.CP	BX_795_TBK1_PDK1_IKK_AURKB_C	0.007358619	0.857605537
EML4.CP	Camptothecin_DNA_topoisomerase_I	0.101678891	0.012781673
EML4.CP	CCT007093_PPM1D	-0.000599567	0.988375541
EML4.CP	CCT018159_HSP90	-0.070884254	0.086992797
EML4.CP	CEP_701_FLT3_JAK2_NTRK1_RET	0.086242116	0.034836425
EML4.CP	CGP_082996_CDK4	0.029357225	0.613725162
EML4.CP	CGP_60474_CDK_1_2_5_7_9	0.067180099	0.247623527
EML4.CP	CHIR_99021_GSK3B	-0.007729494	0.851133754
EML4.CP	CI_1040_MEK_1_2	0.043775693	0.286392202
EML4.CP	Cisplatin_DNA_crosslinking	0.0467318	0.253465977
EML4.CP	CMK_Rsk	0.005405402	0.925966948
EML4.CP	Cyclopamine_SMO	0.074694397	0.200805717
EML4.CP	Cytarabine_Inhibits_DNA_synthesis	0.07492592	0.066874174
EML4.CP	Dasatinib_ABL_SRC_BMX_pan_Y_KIT_PDGFR	-0.035188932	0.545119461
EML4.CP	DMOG_Prolyl_4_Hydroxylase	0.150794217	0.000231136
EML4.CP	Docetaxel_Microtubules	-0.096826956	0.017768322
EML4.CP	Doxorubicin_DNA	0.101925911	0.013566984
EML4.CP	EHT_1864_Rac_GTPases	0.027753644	0.499962136
EML4.CP	Elesclomol_Hsp70	-0.032610145	0.425647938
EML4.CP	Embelin_XIAP	0.017609901	0.670535381
EML4.CP	Epothilone_B_Microtubules	0.045298586	0.273611577
EML4.CP	Erlotinib_EGFR	-0.094869754	0.115836886
EML4.CP	Etoposide_not_given	0.099464971	0.0154788
EML4.CP	FH535_not_given	-0.033949133	0.412043272
EML4.CP	FTI_277_Farnesyl_transferase	-0.03838788	0.351136534
